product_code,fiscal_year,gross_price
A5620110401,2022,654.7250
A5620110402,2019,497.4515
A5620110402,2020,638.0462
A5620110402,2021,593.8297
A5620110402,2022,635.9387
A5621110403,2019,547.8510
A5621110403,2020,625.8672
A5621110403,2021,631.1855
A5621110403,2022,666.2828
A5621110404,2019,474.4778
A5621110404,2020,561.6091
A5621110404,2021,639.9614
A5621110404,2022,655.8052
A5621110405,2019,527.2875
A5621110405,2020,579.0268
A5621110405,2021,601.8173
A5621110405,2022,637.5924
A5621110406,2020,592.9208
A5621110406,2021,644.3777
A5621110406,2022,629.2721
A5621110407,2020,613.2204
A5621110407,2021,655.7782
A5621110407,2022,660.5443
A5621110408,2020,560.9895
A5621110408,2021,657.2525
A5621110408,2022,703.3686
A5721110501,2020,581.7075
A5721110501,2021,649.6929
A5721110501,2022,657.4311
A5721110502,2021,627.9938
A5721110502,2022,669.2422
A5721110503,2021,678.3035
A5721110503,2022,681.8983
A5721110504,2021,655.8348
A5721110504,2022,702.3040
A5721110505,2021,674.4272
A5721110505,2022,725.0673
A5721110506,2021,720.5460
A5721110506,2022,717.7640
A5721110507,2022,705.1077
A5721110508,2022,800.1511
A5820110101,2021,681.3022
A5820110101,2022,754.1560
A5820110102,2021,697.5541
A5820110102,2022,723.4616
A5820110103,2021,735.1465
A5820110103,2022,796.4951
A5820110104,2021,690.4971
A5820110104,2022,720.6501
A5820110105,2021,709.3926
A5820110106,2021,692.5242
A5820110106,2022,700.9947
A5820110107,2021,737.6775
A5820110107,2022,793.6414
A5821110108,2021,746.7388
A5921110201,2022,793.7132
A5921110202,2022,784.3763
A5921110203,2022,769.5875
A5921110204,2022,791.1613
A5921110205,2022,856.1160
A5921110206,2022,742.8230
A5921110207,2022,851.1553
A5921110208,2022,859.7332
A6018110101,2018,689.5397
A6018110101,2019,640.8889
A6018110101,2020,713.9641
A6018110101,2021,800.4577
A6018110102,2018,693.4507
A6018110102,2019,676.5267
A6018110102,2020,748.8924
A6018110102,2021,764.0542
A6018110103,2019,693.7672
A6018110103,2020,746.8113
A6018110103,2021,770.9789
A6018110103,2022,850.2149
A6018110104,2019,676.6909
A6018110104,2020,719.9453
A6018110104,2021,749.0987
A6018110104,2022,848.4668
A6018110105,2019,626.2562
A6018110105,2020,729.7152
A6018110105,2021,766.6472
A6018110105,2022,795.4953
A6018110106,2020,684.4118
A6018110106,2021,787.5874
A6018110106,2022,804.5321
A6019110107,2020,730.0590
A6019110107,2021,785.9918
A6019110107,2022,852.1271
A6019110108,2021,796.6606
A6019110108,2022,804.1219
A6119110201,2021,824.0889
A6119110201,2022,875.4686
A6119110202,2021,790.1040
A6119110202,2022,838.3419
A6119110203,2021,769.5635
A6119110203,2022,797.0942
A6119110204,2021,807.2638
A6119110204,2022,838.4035
A6120110205,2021,834.9812
A6120110205,2022,890.1364
A6120110206,2021,810.6034
A6120110206,2022,877.7559
A6120110207,2022,839.0145
A6121110208,2022,870.4787
A6218160101,2018,13.2009
A6218160101,2019,12.1922
A6218160101,2020,13.7011
A6218160101,2021,13.5941
A6218160102,2018,14.3429
A6218160102,2019,13.7888
A6218160102,2020,14.4286
A6218160102,2021,15.2481
A6219160103,2019,13.3588
A6219160103,2020,15.5372
A6219160103,2021,16.3003
A6219160103,2022,17.3169
A6319160201,2019,14.5570
A6319160201,2020,16.4988
A6319160201,2021,17.3590
A6319160201,2022,18.8726
A6319160202,2019,16.4929
A6319160202,2020,16.8905
A6319160202,2021,18.5733
A6319160202,2022,19.7007
A6319160203,2019,16.7428
A6319160203,2020,17.7642
A6319160203,2021,19.3433
A6319160203,2022,20.2590
A6419160301,2020,18.6079
A6419160301,2021,17.8043
A6419160301,2022,19.2465
A6419160302,2020,17.4042
A6419160302,2021,19.6723
A6419160302,2022,21.3995
A6419160303,2020,18.3282
A6419160303,2021,19.3342
A6419160303,2022,20.6801
A6519160401,2020,18.7171
A6519160401,2021,20.2889
A6519160401,2022,20.9683
A6520160402,2021,20.1650
A6520160402,2022,21.0625
A6520160403,2021,21.2830
A6520160403,2022,22.6864
A6620160501,2021,22.8530
A6620160501,2022,22.8626
A6620160502,2022,23.8934
A6621160503,2022,25.6717
A6720160103,2020,4.3832
A6720160103,2021,4.4411
A6720160103,2022,4.7419
A6818160201,2020,2.9691
A6818160201,2021,2.9990
A6818160201,2022,3.3766
A6818160202,2021,3.8531
A6818160202,2022,4.0099
A6819160203,2021,5.0984
A6819160203,2022,5.2873
A7118160101,2018,25.9354
A7118160101,2019,23.4209
A7118160101,2020,26.1500
A7118160101,2021,29.6712
A7119160102,2019,23.6404
A7119160102,2020,28.8886
A7119160102,2021,29.9264
A7119160103,2019,24.8075
A7119160103,2020,29.1765
A7119160103,2021,28.7736
A7219160201,2019,25.0129
A7219160201,2020,28.4140
A7219160201,2021,32.9575
A7219160201,2022,35.1412
A7220160202,2020,35.3708
A7220160202,2021,35.2053
A7220160202,2022,39.3233
A7220160203,2020,37.9161
A7220160203,2021,37.4784
A7220160203,2022,40.3168
A7321160301,2021,40.7954
A7321160301,2022,44.6260
A7321160302,2021,43.9446
A7321160302,2022,46.0399
A7321160303,2021,42.8483
A7321160303,2022,43.5559
